username,follower_num,following_num,is_private,is_verified,has_clips,highlight_reel_count,is_business_account,edge_felix_video_timeline,edge_owner_to_timeline_media,username_len,fullname_len,bio_len,Digits_in_username,Number_of_nonalphabetic_in_fullname,Number_of_HashtagsMentions,Has_external_url,Has_business_category_name,Has_category_enum,Has_category_name,label
earthleagueint,64000,170,False,False,False,4,True,5,412,14,26,148,0,2,2,True,True,True,True,1
vaquitacpr,4588,222,False,False,False,0,True,3,94,10,11,32,0,1,0,True,True,True,True,1
iucn_congress,9441,426,False,False,True,9,True,3,203,13,27,81,0,2,0,True,True,True,True,1
goldmanprize,5172,719,False,True,False,11,True,13,506,12,27,121,0,2,1,True,True,True,False,1
allontheline,94299,60,False,True,False,0,True,8,209,12,15,137,0,3,0,True,True,True,False,1
stopbigmoney,1278,55,False,False,False,0,True,0,6,12,19,113,0,2,2,True,True,False,True,1
demredistrict,4069,41,False,True,False,5,True,4,191,13,4,144,0,0,1,True,True,True,False,1
stand.earth,12644,229,False,False,True,11,True,13,447,11,11,59,0,1,1,True,True,True,False,1
wild.ark,112294,869,False,True,False,12,True,33,2087,8,7,55,0,0,0,True,True,True,True,1
paulainthefield,2261,82,False,False,False,1,False,0,50,15,16,100,0,3,4,True,False,False,False,1
natgeopristineseas,142231,216,False,False,False,2,True,13,515,18,13,107,0,1,0,True,True,True,True,1
sealegacy,2352365,300,False,True,True,17,True,30,2495,9,9,150,0,0,4,True,True,True,False,1
parquegalapagos,22781,74,False,False,False,0,True,3,1139,15,25,33,0,2,0,True,True,True,False,1
islandconservation,4847,252,False,False,False,2,True,1,202,18,19,49,0,1,1,True,True,True,True,1
osagenews,7809,27,False,False,False,0,True,0,4388,9,10,135,0,1,0,True,False,False,False,1
faunafloraint,26274,525,False,False,False,6,True,3,876,13,27,109,0,4,1,True,True,True,False,1
ndncollective,119102,1261,False,False,True,10,True,39,605,13,14,107,0,1,0,True,True,True,True,1
wildfoundation,6102,175,False,False,False,1,True,13,469,14,15,0,0,1,0,True,True,True,False,1
matiasrebak,4692,674,False,False,False,1,False,6,664,11,12,141,0,1,1,False,False,False,True,1
usinterior,2236652,6552,False,True,True,4,True,2,5444,10,26,109,0,3,0,True,True,True,False,1
secdebhaaland,42062,13,False,True,True,0,True,5,45,13,21,140,0,2,1,True,True,False,True,1
luksth,30704,394,False,False,False,6,False,14,653,6,16,142,0,1,2,True,False,False,True,1
cop26uk,24840,205,False,True,False,6,True,4,171,7,5,111,2,2,1,True,True,True,True,1
alex_mace1,1615,130,False,False,False,5,False,0,4,10,9,64,1,1,0,False,False,False,False,1
potus,18053601,5,False,True,True,5,True,74,517,5,19,115,0,2,1,True,True,True,True,1
vp,17818817,4,False,True,True,0,True,15,269,2,28,113,0,3,1,True,True,False,True,1
parquesnacionalesar,275773,85,False,True,True,13,True,10,2973,19,18,36,0,1,0,True,True,True,False,1
gobiernocorrientes,90121,43,False,True,True,12,False,13,1459,18,22,57,0,2,0,True,False,False,False,1
parqueiberacorrientes,49946,54,False,False,False,0,True,10,987,21,12,147,0,1,1,True,True,True,True,1
kristine_tompkins,32737,800,False,False,False,1,False,7,362,17,17,127,0,1,0,True,False,False,True,1
rewilding_argentina,138053,95,False,True,True,15,True,66,936,19,30,141,0,3,0,True,True,False,True,1
tompkins_conservation,71845,7355,False,False,False,1,True,59,1266,21,21,131,0,1,1,True,True,True,False,1
lvejo20,5525,414,False,False,False,5,True,8,713,7,5,38,2,0,3,True,True,True,False,1
se_coalition_to_ban_petcoke,1931,144,False,False,False,1,False,3,65,27,0,114,0,0,1,True,False,False,False,1
planetdetroitnews,3170,925,False,False,False,0,True,0,684,17,14,37,0,1,0,True,True,True,True,1
tejasbarrios,2208,99,False,False,False,0,False,0,58,12,17,150,0,5,0,False,False,False,False,1
splcenter,320866,85,False,True,False,14,True,44,2644,9,27,72,0,3,1,True,True,True,False,1
weact4ej,10425,998,False,False,False,2,True,4,1732,8,11,143,1,6,0,True,True,True,True,1
eycej,6723,3826,False,False,False,11,True,2,1384,5,28,68,0,4,0,True,True,True,False,1
savewildsalmon,3753,170,False,False,False,4,True,0,372,14,20,94,0,3,1,True,True,True,False,1
newgeorgiaproject,68088,1709,False,True,False,9,True,32,2843,17,19,142,0,2,1,True,True,True,True,1
repdebhaaland,89962,245,False,False,True,8,False,22,206,13,25,150,0,2,1,True,False,False,True,1
illuminative,128242,1806,False,True,True,23,True,76,1047,12,12,145,0,0,0,True,True,True,True,1
alianzabosques,6635,159,False,False,False,6,True,18,501,14,28,129,0,4,0,True,True,True,False,1
supermajority,85567,669,False,True,True,3,True,48,800,13,13,138,0,0,1,True,True,True,True,1
copelandadventures,8964,459,False,False,False,8,False,19,615,18,18,135,0,1,0,True,False,False,True,1
staceyabrams,2066655,230,False,True,False,1,True,35,1102,12,13,138,0,1,3,True,True,True,False,1
georgiademocrat,9688,74,False,True,False,5,True,10,571,15,27,20,0,3,1,True,True,True,False,1
jonossoff,620098,897,False,True,True,1,False,116,917,9,10,26,0,1,0,False,False,False,False,1
raphaelwarnock,343180,185,False,True,True,4,True,35,341,14,24,84,0,2,1,True,True,True,True,1
aliciakeys,21664200,1722,False,True,True,8,True,103,2913,10,11,23,0,1,1,True,True,True,False,1
kerrywashington,6419551,613,False,True,True,10,True,64,2504,15,16,59,0,1,1,True,True,False,False,1
americaferrera,1261176,393,False,True,True,2,True,34,271,14,15,0,0,1,0,False,True,True,True,1
wisdems,9377,254,False,True,True,6,True,26,643,7,29,105,0,3,0,True,True,True,True,1
jonahhill,2964910,1614,False,True,False,0,False,3,398,9,10,0,0,1,0,True,False,False,True,1
voteearlyday,5132,282,False,True,True,10,True,3,90,12,14,121,0,2,0,True,True,True,False,1
uptousnow,3094,58,False,False,False,0,True,1,24,9,8,0,0,2,0,True,True,False,True,1
glblctzn,927270,768,False,True,True,16,True,214,6250,8,14,149,0,1,1,True,True,True,True,1
climatepower,12778,224,False,False,True,1,True,94,693,12,13,135,0,1,1,True,True,True,True,1
nowthisearth,725917,152,False,True,True,2,True,353,2107,12,13,93,0,1,1,True,True,True,False,1
billnye,3063313,100,False,True,False,2,True,6,358,7,8,0,0,1,0,True,True,False,True,1
amazonfrontlines,117413,620,False,False,True,7,True,22,733,16,17,138,0,1,0,True,True,True,False,1
voxdotcom,700169,105,False,True,True,9,True,142,2144,9,3,52,0,0,0,True,True,True,False,1
davidattenborough,6138811,0,False,True,False,4,True,9,27,17,20,142,0,4,0,False,True,False,True,1
nemonte.nenquimo,28312,456,False,False,False,2,True,5,29,16,16,144,0,1,3,True,True,False,True,1
runforsomethingnow,26527,1554,False,True,True,46,True,47,2191,18,17,124,0,2,1,True,True,True,True,1
firedrillfriday,63353,146,False,False,False,6,True,166,655,15,18,105,0,2,3,True,True,True,True,1
newamericanld,3838,529,False,False,True,9,True,11,934,13,20,136,0,2,0,True,True,True,True,1
voteriders,4116,392,False,False,True,0,True,9,164,10,10,94,0,0,0,True,True,True,True,1
votesaveamerica,218647,54,False,False,True,10,True,129,848,15,17,126,0,2,0,True,True,True,True,1
aclu_nationwide,1954325,989,False,True,True,17,True,105,5795,15,4,150,0,0,0,True,True,True,True,1
evergreenaction,2315,14,False,False,False,0,True,20,86,15,16,85,0,1,0,True,True,True,True,1
nowthispolitics,1050263,85,False,True,True,3,True,1530,4145,15,16,132,0,1,2,True,True,True,False,1
democracydocket,19487,99,False,False,False,7,True,2,297,15,16,120,0,1,0,True,True,False,True,1
kamalaharris,16517569,120,False,True,True,0,True,131,3152,12,13,80,0,1,1,True,True,True,True,1
joebiden,17932889,107,False,True,True,0,True,176,1341,8,9,124,0,1,2,True,True,True,True,1
greenlatinos,6017,506,False,False,False,4,True,3,187,12,12,137,0,0,1,True,True,True,True,1
coalfldjustice,2349,411,False,False,False,5,True,2,264,14,28,148,0,3,0,True,True,False,True,1
labuckets,3187,662,False,False,False,0,True,0,270,9,24,35,0,2,0,True,True,True,False,1
communitywatercenter,2788,230,False,False,False,1,True,1,718,20,22,139,0,2,0,True,True,True,False,1
wetheactionorg,3005,371,False,False,False,0,True,4,242,14,13,98,0,2,0,True,True,True,True,1
flrightsrestore,14907,744,False,True,True,1,True,34,1043,15,26,149,0,2,0,True,True,True,False,1
sachabaroncohen,1263258,65,False,True,False,1,False,8,159,15,17,18,0,2,1,True,False,False,True,1
adl_national,33358,642,False,True,False,18,True,44,943,12,22,108,0,2,1,True,True,True,False,1
apiboficial,127716,396,False,True,True,9,True,757,5212,11,4,94,0,0,0,True,True,True,True,1
nokidhungry,155051,7357,False,True,False,45,True,28,2847,11,13,104,0,2,1,True,True,True,True,1
savethechildren,1373625,569,False,True,True,22,True,26,3876,15,15,142,0,0,0,True,True,True,False,1
michelleobama,46881398,10,False,True,True,10,True,70,497,13,14,109,0,1,1,True,True,False,True,1
powerthepolls,21934,194,False,True,False,8,True,5,154,13,15,140,0,2,0,True,True,True,True,1
cnnclimate,716233,246,False,True,False,11,True,75,1239,10,11,145,0,1,1,True,True,True,True,1
unclimatechange,666118,150,False,True,False,13,True,18,1623,15,17,132,0,2,2,True,True,True,False,1
coica_amazonia_oficial,4938,443,False,False,False,5,False,1,369,22,5,142,0,0,0,True,False,False,False,1
epagov,68569,356,False,True,False,8,True,18,1244,6,8,114,0,3,1,True,True,True,True,1
nrdc_action,7316,96,False,False,True,14,True,25,466,11,16,137,0,2,1,True,True,True,True,1
ginanrdc,12791,81,False,True,False,0,False,7,42,8,13,150,0,1,3,False,False,False,False,1
gombe.nationalpark,5317,603,False,False,True,0,True,9,83,18,19,120,0,2,0,True,True,True,True,1
eji_org,509300,2,False,True,False,3,True,22,262,7,24,145,0,2,2,True,True,True,False,1
naacp,1887193,1846,False,True,True,4,True,258,2853,5,5,147,0,0,0,True,True,True,False,1
fairfightaction,155485,32,False,False,False,1,True,18,195,15,17,73,0,2,0,True,True,True,False,1
bleubird,195016,1239,False,False,True,61,False,2,3666,8,12,47,0,3,1,True,False,False,True,1
angelitomg,569,340,False,False,False,0,False,0,109,10,16,0,0,1,0,True,False,False,False,1
thetony_v,126192,961,False,False,True,8,False,6,597,9,28,94,0,5,5,False,False,False,True,1
sophiebaverstock,205099,2055,False,False,True,24,False,0,509,16,30,91,0,7,2,True,False,False,True,1
kinderana_,1346,1356,False,False,True,3,False,0,175,10,15,106,0,2,0,False,False,False,True,1
consultorio_pediatrico_,368,58,False,False,False,3,False,0,7,23,9,0,0,1,0,False,False,False,False,1
brasileirosemushuaia,147578,5765,False,False,True,9,True,8,2701,20,22,80,0,2,1,True,True,True,False,1
rayssalealsk8,6685470,804,False,True,True,10,False,7,381,13,11,137,1,1,5,True,False,False,True,1
poliana_podologa_,12439,978,False,False,True,18,True,93,346,17,16,149,0,1,2,True,True,True,True,1
caca.barreto,1293,1083,False,False,True,3,True,0,172,12,25,63,0,5,0,False,True,True,True,1
itsjmaine,247058,2739,False,True,True,0,False,3,73,9,15,39,0,1,0,True,False,False,True,1
iamcardib,103438195,3322,False,True,False,9,False,38,1464,9,7,80,0,1,1,True,False,False,True,1
morganasecco,2379077,1406,False,False,True,58,False,21,1183,12,13,112,0,1,1,True,False,False,False,1
exuberantesap,2287,2958,False,False,True,5,False,5,1742,13,10,139,0,0,0,False,False,False,False,1
studio.amoras,2539,2533,False,False,False,4,True,1,14,13,13,119,0,1,0,True,True,True,True,1
psibranquinho,24445,470,False,False,True,10,False,32,447,13,30,132,0,3,0,True,False,False,True,1
nairabertacco,138,152,True,False,False,0,False,0,75,13,14,0,0,1,0,False,False,False,False,1
anarcoprimitivo,146,153,False,False,False,0,False,0,0,15,7,0,0,0,0,False,False,False,False,1
johnfiuza,11203,961,False,False,True,1,True,14,323,9,12,80,0,3,0,True,True,True,True,1
j.sabri6409,220,176,True,False,False,0,False,3,5,11,11,66,4,1,0,True,False,False,False,1
astra.garopaba,152,17,False,False,False,0,True,0,19,14,14,150,0,1,3,False,True,True,True,1
amorfo.brecho,448,399,False,False,True,7,True,5,73,13,6,122,0,0,2,True,True,True,True,1
maxpetterson,743799,937,False,True,True,33,False,59,2103,12,13,122,0,1,2,True,False,False,True,1
alannolibos,558,354,True,False,False,0,False,0,7,11,12,126,0,1,0,False,False,False,False,1
pumaentregas,2454,3099,False,False,False,4,True,3,52,12,13,117,0,1,0,True,True,True,True,1
brunomarossi,18041,995,False,False,True,36,False,4,1467,12,13,150,0,1,3,True,False,False,True,1
guilhermebottin,27,28,False,False,False,0,False,0,0,15,16,0,0,1,0,False,False,False,False,1
apartamento_203,341054,1119,False,False,True,152,False,31,2748,15,15,114,3,4,0,True,False,False,True,1
jaguarbrasil,411593,19,False,True,True,23,True,11,2220,12,21,19,0,2,0,True,True,True,False,1
nonnadoca,2907,391,False,False,True,5,True,2,62,9,10,113,0,1,0,True,True,True,True,1
brunamachado_91,1812,1028,False,False,True,9,True,1,640,15,13,67,2,1,3,False,True,False,True,1
manoela,352070,542,False,False,True,37,False,8,8525,7,14,33,0,1,0,False,False,False,False,1
liviabma,784,805,False,False,False,1,False,0,130,8,14,40,0,2,2,False,False,False,False,1
mknxbasei,8137,798,False,False,True,5,True,0,771,9,12,109,0,1,3,True,True,True,False,1
paulokink,68577,1144,False,False,False,4,False,2,2145,9,11,150,0,1,3,True,False,False,True,1
veranitattoo,194483,2376,False,False,True,21,False,4,3350,12,17,132,0,5,0,True,False,False,True,1
richiebon,261995,2324,False,False,False,2,False,1,1991,9,11,99,0,1,0,False,False,False,True,1
ivysaruzi,29035,2330,False,False,True,7,False,1,2287,9,10,86,0,1,1,True,False,False,True,1
viniciusgalho,442,398,False,False,False,0,False,1,100,13,0,22,0,0,0,False,False,False,False,1
lukoliv,325,396,True,False,False,0,False,0,40,7,4,0,0,0,0,False,False,False,False,1
brunohqrpg1,428,607,True,False,False,0,False,0,47,11,11,18,1,1,0,False,False,False,False,1
lucasbys,868,1146,False,False,False,0,False,0,113,8,11,150,0,1,2,False,False,False,False,1
umgarbin,495,649,False,False,False,0,False,0,27,8,12,0,0,1,0,False,False,False,False,1
ro_meregalli,768,613,False,False,False,0,False,0,109,12,16,19,0,1,0,False,False,False,False,1
janainasrosa,1204,919,False,False,False,6,True,0,119,12,13,26,0,2,0,False,True,True,True,1
berwinck,817,590,False,False,True,0,True,2,20,8,14,48,0,1,0,True,True,False,True,1
martagoerl,398,424,True,False,False,0,False,0,21,10,5,0,0,0,0,False,False,False,False,1
isadorassantos_,1465,1203,True,False,False,0,False,0,55,15,16,29,0,1,0,False,False,False,False,1
diandrafpereira,952,1431,False,False,False,4,True,0,159,15,7,8,0,0,0,True,True,False,True,1
isabelahelmann,734,854,False,False,False,5,False,0,48,14,23,126,0,2,2,True,False,False,False,1
mariarighetto,1432,969,False,False,False,0,False,0,312,13,5,20,0,0,0,False,False,False,False,1
matheussantosol,967,942,True,False,False,0,False,0,18,15,16,0,0,1,0,False,False,False,False,1
brunabottin,1568,992,False,False,False,9,False,0,1338,11,20,63,0,2,1,False,False,False,True,1
rayssacsantos,1132,1644,True,False,False,0,False,0,272,13,13,56,0,1,1,False,False,False,False,1
rafasoaress,989,930,False,False,True,4,False,11,479,11,14,69,0,1,0,False,False,False,True,1
leonardogmenezes,1352,1515,True,False,False,0,False,0,94,16,16,0,0,1,0,False,False,False,False,1
gabottin,1240,1334,False,False,False,0,False,0,29,8,18,87,0,3,0,False,False,False,False,1
lauralferraz,1942,1224,False,False,False,6,True,0,96,12,19,0,0,3,0,False,True,True,True,1
thalinecatelli,1373,854,False,False,False,12,True,0,227,14,21,44,0,2,1,False,True,True,True,1
malibiabier,2400,3091,False,False,False,16,True,0,446,11,26,124,0,5,1,False,True,True,True,1
faezeh.psd,190,439,True,False,False,0,False,0,35,10,6,54,0,0,0,False,False,False,False,1
ho.lajevardi,100,177,True,False,False,0,False,1,51,12,17,45,0,1,0,False,False,False,False,1
mahsakiantaj,254,530,True,False,False,0,False,0,1,12,13,2,0,1,0,False,False,False,False,1
nadia.golboo,199,459,True,False,False,0,False,0,6,12,12,14,0,1,0,False,False,False,False,1
m.akbari93117,283,379,True,False,False,0,False,0,16,13,13,60,5,1,1,False,False,False,False,1
ghorban_mohajeri,228,247,True,False,False,0,False,0,7,16,16,0,0,1,0,False,False,False,False,1
toktam_ahmadi_,180,269,True,False,False,0,False,4,42,14,12,150,0,3,0,False,False,False,False,1
mahbubeh_yousefpour,229,520,True,False,False,0,False,1,49,19,8,125,0,0,0,False,False,False,False,1
mtaghadosi,131,156,True,False,False,0,False,0,147,10,18,110,0,1,0,True,False,False,False,1
toktam_sajadi,302,361,True,False,False,0,False,0,25,13,13,56,0,1,1,False,False,False,False,1
bahare_hekmat,225,300,True,False,False,0,False,0,24,13,7,48,0,0,0,False,False,False,False,1
mahsa72617,551,614,True,False,False,0,False,0,359,10,4,56,5,4,0,False,False,False,False,1
fahime_amirdadi,70,171,True,False,False,0,False,0,37,15,14,32,0,0,0,False,False,False,False,1
ghafarian.fateme.hairstyle,1588,7429,False,False,False,1,True,0,98,26,16,117,0,1,0,False,True,True,True,1
ssaebi1,137,217,True,False,False,0,False,0,21,7,5,61,1,0,1,False,False,False,False,1
bahadoribnm,199,340,True,False,False,0,False,1,325,11,15,8,0,1,0,False,False,False,False,1
mahdi.ataeyan,379,391,True,False,False,0,False,1,244,13,5,0,0,0,0,False,False,False,False,1
samarart.ir,296,979,True,False,False,0,False,0,21,11,5,20,0,0,0,True,False,False,False,1
s_pouya_sh,294,294,True,False,False,0,False,0,7,10,13,150,0,1,1,False,False,False,False,1
hashemigreen,1981,954,False,False,False,0,False,4,19,12,21,44,0,2,0,True,False,False,False,1
mohsen._pybarista,699,679,True,False,False,0,False,0,70,17,13,37,0,2,0,False,False,False,False,1
mahdiehzabihi,59,156,True,False,False,0,False,0,3,13,6,0,0,1,0,False,False,False,False,1
moeinakbariipv,242,316,True,False,False,0,False,1,27,14,22,49,0,5,2,False,False,False,False,1
semmalii.98,66,62,True,False,False,0,False,0,17,11,7,0,2,0,0,False,False,False,False,1
vbehzadan,739,836,False,False,False,1,False,0,211,9,14,29,0,1,0,False,False,False,False,1
webamooziran,1967,0,False,False,False,0,False,1,2,12,8,150,0,2,0,True,False,False,False,1
greenwebdev,759,80,False,False,False,0,False,0,25,11,20,107,0,1,5,True,False,False,False,1
rezabojnordi,257,250,True,False,False,0,False,0,15,12,0,0,0,0,0,True,False,False,False,1
zahraka511,95,744,True,False,False,0,False,0,1,10,0,0,3,0,0,False,False,False,False,1
_persian_poem_,780,0,False,False,False,3,True,0,71,14,9,150,0,1,0,False,True,True,True,1
zahra_vaseei,226,190,True,False,False,0,False,1,4,12,4,110,0,0,0,False,False,False,False,1
alireza.vahdati,245,589,True,False,False,0,False,0,69,15,15,128,0,1,0,False,False,False,False,1
rad_mohamad12,89,65,True,False,False,0,False,0,49,13,15,137,2,1,0,False,False,False,False,1
yazdi.me,10892,351,False,False,False,9,False,0,14,8,11,149,0,1,3,True,False,False,False,1
elham.navayi,1073,1009,True,False,False,0,False,0,154,12,11,0,0,1,0,False,False,False,False,1
fa.zariiin,337,907,True,False,False,0,False,0,44,10,10,149,0,4,1,False,False,False,False,1
mohammad_attariani,484,2155,True,False,False,0,False,0,48,18,5,20,0,2,0,True,False,False,False,1
_nasim_kr_,201,629,True,False,False,0,False,0,5,10,25,97,0,5,0,False,False,False,False,1
___msz367___,199,1104,True,False,False,0,False,0,3,12,6,29,3,0,1,False,False,False,False,1
shokoufesafaei,214,173,True,False,False,0,False,0,19,14,15,88,0,1,5,False,False,False,False,1
mohsen_motamedian7,269,305,True,False,False,0,False,0,0,18,17,0,1,1,0,False,False,False,False,1
rashnoo.gallery,4391,1871,False,False,False,2,True,0,21,15,14,150,0,4,1,False,True,False,True,1
amirsarnashkian,774,718,True,False,False,0,False,0,103,15,16,83,0,1,2,False,False,False,False,1
fatemeh.syringa,73,112,True,False,False,0,False,0,3,15,13,127,0,1,0,False,False,False,False,1
mybookdiaries_samira,811,351,True,False,False,0,False,4,82,20,6,113,0,0,0,False,False,False,False,1
zahraa_511,84,653,True,False,False,0,False,0,8,10,4,0,3,0,0,True,False,False,False,1
tabatabaeefar,733,1496,False,False,False,10,False,0,20,13,23,41,0,2,0,False,False,False,True,1
galery_taj_tara,1317,1177,False,False,False,3,False,1,414,15,14,139,0,2,0,False,False,False,False,1
fataan.1993,59166,7077,False,False,False,3,True,0,22,11,14,130,4,8,0,False,True,True,True,1
rahils_handmade,237,75,False,False,False,25,True,0,57,15,24,59,0,5,3,False,True,True,True,1
feragh_va_adian,397,343,False,False,False,0,True,0,42,15,11,141,0,2,3,False,True,True,True,1
seyed_30na,1188,889,True,False,False,0,False,0,13,10,10,150,2,3,0,False,False,False,False,1
lian.beauty57,1272,43,False,False,False,6,True,0,171,13,12,50,2,1,0,False,True,True,True,1
muratsolakx,110642,526,True,False,False,0,False,0,19,11,0,11,0,0,1,False,False,False,False,1
ai_python_podcast,4353,39,False,False,False,4,False,25,51,17,17,24,0,2,0,True,False,False,True,1
dance4earth,20897,5,False,False,False,4,False,10,460,11,11,144,1,1,0,True,False,False,True,1
woodwork_vahid,682,312,False,False,False,13,False,0,148,14,10,144,0,1,0,True,False,False,False,1
maahoor___gallery,2604,3818,False,False,False,43,True,0,248,17,14,135,0,0,0,False,True,True,True,1
ashpazi.idehhh,166,1,False,False,False,0,True,0,2,14,22,67,0,3,0,False,True,False,True,1
emojisher,305,1,False,False,False,0,False,0,48,9,9,29,0,0,1,False,False,False,False,1
titiwebster,3174,923,False,False,False,5,False,0,419,11,12,23,0,1,0,False,False,False,False,1
moeinakbarii,1074,213,False,False,False,4,True,8,45,12,28,128,0,9,0,True,True,True,True,1
offsecmag,3455,0,False,False,False,0,True,2,74,9,15,117,0,1,0,True,True,True,True,1
mary.taghavi,766,456,True,False,False,0,False,0,83,12,6,7,0,0,0,False,False,False,False,1
titiwebster_sociallife,821,59,False,False,False,1,False,0,21,22,11,149,0,0,1,False,False,False,False,1
alirezaemtiaz,156726,2659,False,False,False,42,False,35,44,13,14,130,0,1,2,True,False,False,True,1
maryam.omraniiii,2314,177,False,False,False,4,True,4,107,16,0,122,0,0,0,False,True,True,True,1
somayye_kargar,1086,2,False,False,False,0,True,0,21,14,27,150,0,5,0,False,True,True,True,1
i_ranzamin,48900,13,False,False,False,4,True,1,1032,10,9,35,0,0,0,False,True,True,True,1
bazoorgan,215155,13,False,False,False,10,True,31,131,9,26,78,0,2,0,True,True,True,True,1
parissagram,28675,890,False,False,False,126,True,21,696,11,24,142,0,7,2,False,True,True,True,1
diba.fashionhome,32226,7,False,False,False,10,True,0,156,16,4,129,0,0,0,False,True,True,True,1
banabaroon,15240,7,False,False,False,34,False,0,65,10,7,44,0,0,0,False,False,False,True,1
storyteller.shahrzad,11546,6941,False,False,False,26,False,3,227,20,12,143,0,1,0,False,False,False,True,1
fattane67,25251,123,False,False,False,84,False,0,294,9,7,34,2,0,0,True,False,False,True,1
khaartoon,17015,81,False,False,False,5,True,2,18,9,6,58,0,0,0,True,True,True,True,1
viola.painting.gallery,3343,664,False,False,False,41,True,0,176,22,25,147,0,6,1,False,True,False,True,1
freemeysami,155,199,False,False,False,13,True,0,94,11,12,71,0,1,0,True,True,True,True,1
peyman_haghani,4901,1150,False,False,False,26,True,21,1343,14,27,105,0,4,0,True,True,True,True,1
maziarrezai,1886,992,False,False,False,8,False,7,145,11,26,107,0,4,4,True,False,False,True,1
arghavan.jm,17692,244,False,False,False,17,True,3,493,11,17,150,0,1,1,True,True,True,True,1
greenwebco,13669,8,False,False,False,4,True,6,131,10,8,25,0,0,0,True,True,True,False,1
nick.talk,3743,6,True,False,False,0,False,39,55,9,8,142,0,0,1,True,False,False,False,1
baft_banoo,3688,605,False,False,False,17,True,0,208,10,9,128,0,1,0,False,True,True,True,1
world_nature_animal_,1294,0,False,False,False,0,False,2,15,20,0,5,0,0,0,False,False,False,False,1
saeid_haji_hoseini,3407,368,False,False,False,7,True,5,3038,18,29,148,0,6,0,True,True,True,True,1
mahmoud_shahriarii,361694,21,False,False,False,18,True,31,692,18,30,0,0,2,0,False,True,True,True,1
imamkhomeinilib,3506,566,False,False,False,17,True,215,729,15,30,99,0,4,0,True,True,True,True,1
_forough_miri_,2784,1008,False,False,False,31,False,0,129,14,0,80,0,0,0,False,False,False,False,1
farhadbordbar1234,4238,514,False,False,False,127,False,1,160,17,14,119,4,1,0,False,False,False,False,1
kuzco_family,29982,15,False,False,False,6,True,11,140,12,11,99,0,1,0,True,True,True,True,1
utdooblor,5993,31,False,False,False,3,True,1,10,9,15,93,0,1,0,True,True,True,True,1
esmaeel.sharif,11726,2856,False,False,False,3,False,1,70,14,12,38,0,1,0,True,False,False,True,1
thregence,2403,4,False,False,False,10,True,18,219,9,17,104,0,3,1,True,True,True,True,1
ali.hejazzii,10997,1166,False,False,False,51,False,5,305,12,22,137,0,5,2,True,False,False,True,1
tablo.aryagallery,95577,57,False,False,False,8,True,2,345,17,11,129,0,2,0,False,True,True,True,1
mahrooz_scarf,484,276,False,False,False,5,True,0,107,13,17,143,0,3,0,False,True,True,True,1
stackoverjoke,28966,56,False,False,False,1,True,0,420,13,13,114,0,0,1,False,True,True,True,1
inarocartoon,78003,10,False,False,False,2,True,2,158,12,5,146,0,0,0,True,True,True,True,1
seda_va_sokot,115116,0,False,False,True,28,True,29,556,13,0,111,0,0,0,True,True,True,True,1
amirhoseynghiasi,344128,199,False,False,False,3,True,3,69,16,14,105,0,1,0,True,True,True,True,1
iranserver,19601,7,False,False,False,12,True,55,820,10,25,109,0,6,1,True,True,True,True,1
bigsleep,793,4099,True,False,False,0,False,0,2479,8,20,0,0,3,0,False,False,False,False,1
hamedbd,4585,1366,False,False,False,25,False,22,243,7,10,149,0,1,4,True,False,False,True,1
maryamkianizade,21514,296,False,False,False,5,True,23,154,15,6,117,0,0,0,True,True,True,True,1
taropodir,16127,90,False,False,False,6,True,4,301,9,28,80,0,4,1,True,True,True,True,1
jasmin.hand.made,23885,33,False,False,False,19,False,4,380,16,6,150,0,0,2,False,False,False,True,1
b.ghanoon,218680,77,False,False,False,7,True,0,11853,9,26,51,0,4,1,True,True,True,False,1
honar_baft_irani,23489,3647,False,False,False,19,True,0,1448,16,15,149,0,2,6,False,True,True,True,1
mones_va_qamgosar,14471,650,False,False,False,187,False,36,841,17,13,79,0,8,0,True,False,False,True,1
mojtaba_shakoori,660847,230,False,False,False,5,True,0,44,16,11,145,0,1,1,False,True,False,True,1
hdi.ht,12868,1000,False,False,True,19,False,112,416,6,15,94,0,4,0,True,False,False,True,1
mit_csail,10982,535,False,False,False,3,True,0,546,9,9,99,0,1,0,True,True,True,True,1
tami_artland,6157,51,False,False,False,17,False,1,255,12,21,150,0,6,2,True,False,False,True,1
aminrostamioriginal,153259,75,False,True,False,3,False,0,30,19,12,23,0,1,0,True,False,False,True,1
blackcatsband,53166,19,False,False,False,10,True,13,110,13,15,87,0,2,2,True,True,True,True,1
fandogh_peste_,12835,359,False,False,False,25,False,5,124,14,23,123,0,10,1,False,False,False,False,1
naghashihaye_koodakaneh,7805,115,False,False,False,18,False,0,563,23,17,76,0,2,1,False,False,False,False,1
m_farjami,32797,613,False,False,False,40,True,128,1290,9,27,129,0,3,0,True,True,True,True,1
universedailyarts,207293,4,False,False,True,3,True,0,165,17,17,68,0,4,0,False,True,False,True,1
behzadghadyanloo,61329,803,False,False,False,6,True,8,362,16,13,40,0,1,0,True,True,True,True,1
kambizkhatir,9131,4389,False,False,False,117,True,7,1040,12,26,147,0,4,5,False,True,False,True,1
zhepetoart,35479,16,False,False,False,15,True,0,74,10,23,142,0,4,0,True,True,True,True,1
where_are_my_peanuts,56393,242,False,False,False,6,True,0,238,20,19,40,0,12,0,False,True,True,True,1
